caseID,verbatim
1028,"He will make sure the younger genaration will have job security,education.The war that needs to stop. bring our soldiers home."
1031,I want lots of changes
1034,I like the change he says he is going make.
1038,what he stands for with taxes and government standings. Where he stands on abortion.where he stands on education and health care.
1040,he is for the middle class.
1049,He's a Democrate.
1059,"he's a Democrate, He seems to have the best plan, He's interesrted in what happens with the economy in Michigan and the health care for those who can not afford it. Also bringing the soldiers out of Iraq."
1063,"Helping the middle class, ending the war. Jobs."
1072,"He is really in touch with the people, he feels our,  pain our struggles,he understand what's going on with healthcare problems."
1073,"His wife Michelle, she is very smart."
1076,"hes for change,"
1077,he wants all americans to have health care that is important
1081,oil deals
1089,NO
1092,"he has stong points for single parents, to make them equal, but im not sure we are ready for a black president"
1095,"I just think it's time for there to be a black president, time for a change"
1098,"he seems to be contemplative, well thought out"
1105,"young, seems sincere, seems to want to help the economy, more jobs,"
1106,he's a democrat; he'll get us out the war in Iraq hopefully; reverse the policies of George Bush;
1127,he is a good speaker
1135,state of the economy
1138,he stands for a change
1139,i feel like he can relate to middle class americans and i am middle class he is looking out for me i agree with his taxes on the rich war in iraq his healthcare plan and his economic plan is better than john mccain's his decrease on taxes for 95 percent of americans
1140,he seem to have great leadership skill and show concern about every body.
1143,the changes
1145,Because we need a Black president that is the way I feel about it
1150,That he's an African American//He has the same beliefs that I have
1160,economy health care eldrly
1170,his family life when he was growing up
1183,democrate
1187,young
1189,"he has a lot of support, a big following."
1194,"he just seems like he will actually do something for the people instead of eing for the rich people, alot of his campai]gn is about change and I do believe the country needs that."
1195,increased taxes on super wealthy
1203,I think his ideas appeal more to me than the other guys do. I like the way he thinks.
1209,he's a democrat
1211,"he seems to have more things that interesting to me and he seems to want to do more for the poor people, we won't have to pay as manhy taxes, he wants to be fair to everybody and that's my main issues."
1214,he's about change
1219,"his plan for change and healthcare. The economy, I know he can't do it in 4 years, but he will get it going.In the beginning I wasn't for him, but I listened to him and changed my mind."
1227,i like his points of view and his views on change.
1233,"i trust him, i have'nt seen anything dishonest with him."
1237,he is very inspiring like a lot of his policies  time to see something in the white house canott get it much worse than it is right now
1240,FRESH IDEAS AND FRESH APPROACCH LIKE ECONOMIC IDEAS AGRREE WITH HIS VIEWS ON IRAC
1244,he is different
1250,he is a democrat
1294,"i beleive obama has a better plan for domestic issues, health and economy."
1302,I feel he is honest
1306,he said that he is going to make change.
1314,change
1316,no
1324,no
1348,idealistic
1349,taxes for middle class
1355,"everything that he is ofering, help children and seniors and health insfor the children"
1364,"like that he's black, Like that he's for change in Washinton, I'm in the oil business and he wants to drill."
1375,tax cuts for people under 250000
1380,I am hoping that he has the economy and the problems we are having with it will help pullus out of this disastous situation we are in.
1395,I like his point of view on the taxes he is straight forward
1406,he seems to be a good speaker
1408,he is for the average person
1415,he know what the american people want or need which is cut back on taxes. because this is my main concern.
1416,"overall intelligence and confidence,and fresh approach"
1420,"nothing, in particular"
1424,"1. his positions on health care policy, 2.as a general matter the party is very inclusive of all kinds of people.3. they seem be more aware of what the problems are in ordinary americans.4. they seem smarter.5. there energy policy. 6. there positions on educatin trying to make it more affordable and better quality.7.comparatively he seems to have a bettergrasp/ handle on the economy."
1426,\
1436,he is a democrat I am for change and did not like what Bush admin did
1439,he appears to be a stronger leader than McCain
1441,he is a democrat and there will be a change
1444,"I think he is very intelligent,he seems like he has a good set of values"
1463,some of his view way he talks about american people and the way we need a change
1488,"he's patient, smart and dedicated to the people and the nation.  he will do a good job in restoring the econmic and political crisis"
1492,his age.  he's a democrat
1493,he wants change of the current policies
1510,he's black//no
1512,job opportunities for the regular working people.
1513,CHANGE
1515,stands for change
1523,"he's young, i like that."
1525,seems from his political debates that he's for the little people
1527,if he wins he will come up with some policy to help the poor.
1534,he wants to give the middle class a tax break; about keeping the jobs in the U.S. instead of shipping them overseas
1546,"if you can believe what he says, he's going to help the middle class people, he's more for the people, wants to be like everybody else"
1547,he's for the middle class
1553,our union would prefer we vote democrat
1555,"just that he's more for the people, he wants to help the middle class"
1567,"he's very family oriented, he sounds like he'll be a good president, think we need change"
1576,"he has an honesty about him, likes the way he conducts himself and speaks, he has some good ideas"
1589,first of all he is a demacrate thats the main thing
1601,he's pro choice
1607,need change in govt
1610,he has a slogan change.this is change we can believe in.America needs this change.the democratic party is the change we need.look at his record for health insurance.His whole package.
1612,"speech on middle class, but don't believe"
1613,his view on the economy and his plan health.
1619,"hes thinking about the economy for the poor and for the rich, for everybody. that he's a young man with good ideas"
1623,he does suggest a change and thats whats needed
1626,he's black
1627,"he has charisma, he seems to have a lot of good ideas, seems as if given the opportunity he can take this country in a positive direction, for the most part i agree with him on the issues"
1628,i listened to him speak and i like what i hear
1629,"i like him, he's a democrat, i think he would be good"
1634,"there is going to be a change, i don't feel that he is obligated too much to the political set up"
1636,he's for economy and the health program
1638,"he's for the poor middle class, he's african american and white, i really think he'll get in there and do some things, i really think he's trying to fix things and get back on track"
1639,looking for new ideas
1641,"I like he is trying to get you to understand what he is talking about & what he is trying to do, trying to help EVERYBODY, I think that he is REALLY trying to get in office to really make change, he has done that in his district, that is who he is"
1642,HE IS THERE FOR CHANGE AND I WOULD LIKE THE WAR TO STOP
1651,"I have heard that lots of negativity about him that he could be a Muslim, he is a Christian"
1666,he's not afraid to change his mind on things
1668,likes way he trying to find other energy sources
1672,like him
1675,he's the candidate who will be able to help the citizens more than McCain
1677,no cuts in Social security
1682,His progressive tax plan and his universal health care plan.
1690,"most of the principles he has come across with - raise taxes on wealthy more for the common man understands the complexities of not having much, of struggling - unlike McCain everything she hears about him seems positive during the debates everything Obama said was twisted by McCain really realizes the problems the normal person has"
1695,His ideas are new and needed.
1714,pro-choice; lower taxes for middle class;
1715,i think he way of bring country together; i think he is very smart and can reach across aisle and bring people together
1718,he is a very humble person and honest. refused federal campaign funds. poroduced tax returns right away. despite negative ads against him he always runs clean adds. when he finished school he volenteered to work as an organizer in the community. understands bi racial problems. understands  single mothers problems. knows about cancer and health problems. relates to american people. understands problems in the communkity. can work with people to solve problems.no
1723,the fact that he wants to help america first then go to other countries;
1727,the fact that his ideas is about education; i have a daughter  in high school getting ready for college next year and affording college is a big concern for me; he seems to be more concerned about the middle class than upper class and lowering taxes for homeowners
1732,he for the middle class and the lower class that us who is strugle ; we need someone for us in the govt. We need somebody there to defend us;; he is for welfare; tax cut for all half; for giving us more ; ;the middle class.
1735,new ideas
1742,want to make necessary changes
1744,<RF>
1746,the way he carries himself
1764,aftican american
1772,"To get Bush out, with these rich people and taxes."
1780,"He would differenty be a change, for the better or not I don't know."
1788,"He is for change and I am for change, he wants to bring our boys home and we need our children home."
1790,"he is surrounded by females and he was raised by a female. and he supports equal work for equal pay and health care. He is against privatization of social security and his support for schools, and I like his stand on taxes, and I think that you need to have 21st century thinking for 21st century time."
1799,he wants to change alot of stuff and he wants to make health insurance affordable for low income people. He wants every one to be able to get a good education.
1805,bringing troops home - health issues
1807,change
1809,the war and the economy
1811,"he seems to be interested in elderly, middle class, and making it better."
1813,He will make a change for everyone.
1817,no
1830,time for a change
1837,his youth-age
1864,"energy,intelligence"
1873,"he has a younger outlook,seems to have his finger on the middle class people"
1887,his interest in helping people
1888,because everyone is voting for him
1892,because he has a lot to do with the young people in the nation and i have a son that is serving in the military and i want that
1913,because he is black he will probrably do more for hispanics and he says he will reduce taxes
1921,that he wants to make it better for health care and keeping people equal
1932,that he is for the middle class
1944,carasmatic his personality  nothing to do with his spill
1946,change I dont like the way the republicans are running the nation
1972,that he's ending the war
1978,he's black
1980,"i like where he's come from, single mom, rough, go to school, worked hard to get where he is, he is a role model, we should be proud of. I can trust this guy, I like his oposition to war, has a straight idea what to do with the war vs. oponent what ever happens, has a clear plan."
1986,"he's a new candidate and he is african american, he seems to be very passionate about the campaign, his approach is new and interesting and it makes people pay attn"
1990,because he is more for the people instead of just make money and I don't know just to win from what I hear they say obama is for the people
1995,end the war
2001,fresh face; from Illinois;
2005,tax breaks for middle class; war effort in afghanistan
2019,no
2020,no
2022,no
2024,no
2027,It is going to show that a different race can become president
2029,HE IS MORE FOCUSED ON HELPING ON THE ECONOMY. HIS STANCE ON HEALTH ISSUES.
2031,no
2034,no
2038,"that he will promise more jobs, help the illegal and the ones who are legal and have lived here for a long time."
2039,"he care more for the people, not so much about war"
2043,"Because of what he is offering, like taxes, he will lower, the seniors will help with medication, and jobs that there will be for everyone."
2047,"HIS THE FIRST BLACK PRESIDENT, AND HE HAS NEW IDEALS"
2051,help other people; stop war; health insurance
2056,it seems like he is really really trying to help people out. and it seems that a lot of people really like him.
2060,he IS NOT in the Republican party.
2063,"his speach was good, it seems like he might be able to help the US."
2067,"change. that is the main thing, change... It is time for a change."
2068,because of the change... He has a different train of thought than Bush.
2072,i like the way he is handling politics.
2073,"he is democrat, ""I am democra"". I am looking for change."
2076,"need for change and to get the repu blicans out of office,"
2081,that hi is defferent.
2091,education for every student.
2094,"he is young, entusiastic could take this country to a good place."
2098,He is moore towards the middle class
2101,"his promises sound more logical, since i am a democrat, i am hoping our economy will get better, he's younger than mccain and yet he has an experienced vp who will help him carry out his job as president"
2103,"i like his ideas on intern policy, what he wants to do for america, he is the right guy out of the 2 candidates and the most prominent one to be able to lead the country"
2115,he talks alot about change in favor of democrats and i think that would help us alot if it does go through
2126,"he is young, i think we need a younger leader, i like his debate, his tax cuts are reasonable, his help for workers"
2133,he has good points
2137,his ideas are good the only think is that i feel a little bit prejudice because he is black.but i like his ideas.
2145,he did say that he would see that the soldiers would come home. that is my only concern that the soldiers come home
2146,"his insurance, medical, policies"
2153,tax test student school taken away
2156,no racist change
2166,he will help us on war and help immigrants
2168,change/race changeS
2169,solutions to fix the wconomy
2170,"he is enthusiastic, young, more up to date on current issues as well as the budget"
2172,thst he is trying to make the world a better place- he will keep his promises
2175,positive campaign messages; socially responsible candidate; democrat; will protect a woman's right to choose; supportive of liberal social policies
2181,professional; addresses questions without slander
2188,change; healthcare;
2191,wants change; willpower to make change
2192,sounds sincere
2221,"like his concern for the people, and his ideas on educ, health, welfare and iraq"
2224,fresh face
2230,bec he democrat
2239,better future for us thats the way I see it somthing different the first black president
2240,his about lower income family and taxes proactive in keeping down
2246,no
2247,no
2250,his demeanor
2251,new
2262,age and energy.
2268,"he is a good speaker, he has experience dealing with ecomonic difficulities, he is willing to take on the challenges"
2271,it's time for a change
2272,"articulate, has lots of support"
2273,not pro war
2275,his party
2278,"issues on health care he proposes, and give him a chance to straighten it up."
2280,I like him because I remember he had to boil hot water to shower and to me that says a lot about a man
2281,I believe he's honest and that he'll do what he says he'll do
2283,I think it's time for some changes
2288,He's looking at things totally different
2289,I like his energy policies because they will provide a new industry and new jobs in alternative resources including the American car manufacturing companies...with an incentive to buy hybrids
2290,He wants to cvhange the way things are done in the white house.
2292,He's looking at what's going on now and out towards the younger generation that's coming up and starting to vote.
2297,health care
2303,likes his style of thinking even tho he's the youngest and most inexperienced
2304,his youth
2309,likes the way he wants to deal with the country
2317,he supports pro-choice
2320,his beliefs in supporting alternative energy services
1,"higher taxes, his possible picks for supreme court, his social marxist views, associations with known terrorist"
2,refused to answer
5,"some of his back ground and loyalties - R has read rumors on internet about his beliefs and religious views that you do not agree with, also information passed around that stated different beliefs of Barack Obama that the R does not agree with"
23,lacks experience
28,his military experience and otherwise
29,hes stupid sayings and talks in riddles
37,"his office in foreign policys, international conflict because of his inexperience,"
41,lack of experience
45,because of my catholic beliefs.
54,he is not a very good speaker
60,his bacground from begining school on california and his travels
61,some of the tax issues I dont agree with all of them
77,"i worry that he is not experienced enough,"
79,"his choice of vice president i think is ridiculous, it confused me, it does not represent his views"
98,I heard that he is related to alkaeda
105,he says what sounds good
122,"his inexperience, he's all talk, not much substance"
123,his pick for vice president
127,well a little a bout he back groung and affiasion and hes new in the pibis eye
129,I don't think he has the experience to lead the country at this time.
137,gun contell
145,    does not help that he is a democrate
151,"he has changed his mind on issues like the telecommunication, and the patriot act."
153,i think the general attitude about sources of revenue in general are disturbing.
179,too liberal with my money
196,lack of experience
202,"abortion, gay amrriage, taxes,lack of experience, lack of foreign affairs experience,"
203,He is going to hard on small business.  I am not sure he is tough enough.
205,"his past, hes extreely concerning to me, his stance on social programs leads e to believe im going to paying for alot of it, i believe his stance on samll and mediuim businesses is nothing short of hostile, and if you didnt notice im a small busines sman, and his wife makes me ill, taxes, you cannot tax anyone more than they are when the eocomny is sputtering"
243,"IS GENERAL POLICIES.  hE WANTS MORE GOVERNMENT POLICY.  hE WANTS THIS COUNTRY TO GIVE AWAY 800,000,000 TO un   aLL HIS GIVEWAYS ARE NOT POSSIBLE AND HIS TAX aLL HIS SOCIAL PROGRAMS AND HIS IMMIGRATION POLICY.  iN CALIFORNIA iLLEGALS ARE BREAKING IT AND HIDING THEM OUT  AND AS MUCH OF DEFICIT.  i THINK THEY PANDER TO EVERY GROUP THAT WILL GET A VOTE."
254,you dont like his revan comments on races it shouldn't come up in politics
272,"he is not perfect,i'm not madly in love w/him as a candidate"
273,lack of real life politician experience
276,he's inexperienced
294,there are reservations that i have  i am a little wary about how much he would appease the more conservative democrats and republicans and how much he would try to please too many people and move too much to the middle ground which i think would take away from what needs to be done.  i hope that he would be able to hold to his principles and not be too swayed by the current washington climate.
314,make there speeches better in describing what they can and can't do.
317,his pro life stand
325,    appears to be quick to identify a country as an ememey
328,"i STRUGGLED WITH THE PRIMARY, i DONT AGREE WITH THE IMMIGRATION, TIGHTNING WITH THE IMMIGRATION, i HAVE A DIFFERENT STANCE WITH THAT, i AM A TEACHER, AND THAT BUGS ME."
340,his running mate is a negative
362,"stance against american flag,refuse say allegiance, change to seal which are antipatriotic, campaign against hillary dirty"
363,don't like his name
365,religious background
384,his saying one thing and doing another
388,"some of the things that he says, hes going to help the medical part"
398,muslim
400,experience not sure this a big negative
410,maybe a little inexperience is all
437,His views on abortion/he's okay with abortion/no
441,"I think he's too young/on his solution to the gas prices, I don't think it's going to work/to get more foreign oil and not drill here in the US and off shore/I just don't like him when he talks, not anything particular"
445,not into immigration
467,less experience
517,"about the taxes, that they will be raced and some benefits that come with it, I will have to read more about it."
525,he is muslam
529,inexperience
538,liberal and young and origin. Mom and Dad orientation.
539,"probaly distrust to many rumore to many htings just distrust, his standing on msome of the issues will keep me from voting for hims"
540,"is a socialist, his theory of spreading the wealth, I dont agree with."
546,hes a muslem and does not pledgeof allegiance and church and state should be seperated and it would be constitutional for him to be elceted if he wont pledge
549,his religouse beliefs not sure is he is a muslim not relaly into religion
550,"never had a job,doe not have the knowledge that he needs."
551,dont think he would be fair to all the people.
556,"his religeon,doesnt have the same beliefs as i."
559,inexperience
560,"democrat, only been in senate 2 years"
569,"he doesnt have experience, dont like the policies."
576,I feel that he plays the political gain just like everyone else does; he has flipped flop on a lots of issues; he does not take stance on a lot of issues;
581,"dont like his theories on things dont like him period in general,he talks real smooths"
587,"hes a democrat, lack of experience in the senate was a lawyer, not to much trust on the security, military and would rasie taxes."
589,the vice president seems to be avoiding answering the questions when asked
601,I'm pro-life (nothing to do with race)
607,"pro abortion, doesn't salute flag or national anthem,"
610,his past history i like catholic dont like muslim religion
615,his to slick smooth
634,in the beginning mccain wanted to help the disabled
644,he is for abortion
646,not enough experience
661,wouldn't take the pledge of aqlligance
669,from what ive heard from other people he is pro chioce
670,"his christian values, I dont believe he has the country's best interest at theart Im a very strong christian and I believe that his comments about him wanting to be under the samer religion  we cant Muslems are just not chroistian he has not had any war experience. Reading the doctrine of his church I believe that his allegiance lies not with the states but woth other countries"
678,I m concerned that he is a young senator wish he had 6 more years that bothers me the religouse flack is an issue and will be difficult thinking about the religouse compaentit is a reality fair or unfair
681,"unfair news coverage that he recieves,changes his position with the directiond of the wind as he see fitvery little foriegn policy experiences s"
684,"his posotion on right to life one of manymany many, his affiliation with his church his confusion about his faith his failure to acknowledge our flag"
685,"his stance on our military involvement in Iraq willingness to sit down with terrorict dont like his association with Ayeres his wifes comments on America, dont like the fact that he doesnt point the finger to blame the Dems on the economic failure and fannie may andfreeddie mac and dont want to see an all cemocratic congress"
689,"His lack of experience,"
701,"Double talks, and that is enough."
702,"Lack of experience, does not have experience in foreign policy, he is more voiced toward deplomatic relations with terrorists, rather than pro active policies."
722,his stand on gay rights in reference to marriage
724,"lack of experience,too much of a socialist"
729,his campaign tactics and not sticking to the issues
730,the lies he has been caught in several lies on TV and his race his ethic background his tax he wants to tax everyone medium and upper class not lower class people and you cant fix everything in a month he is making promises he can't keep
731,he black
738,not much experence
745,his inexperience
750,i do not like his poical views
752,well the fact that  he is black
755,He doesn't represent us.
767,becausse he is black and I'm affraid for his life and he has young childern.  I have seen alot but I don't want to see anything happen to him.  He has the most threat because of his race
801,His inexperience; believes he says what people want to hear; changes stories a lot; his affiliation with certain terrorist figures in the past.
839,I think he's for abortion's
845,he more liberal than I am and I'm conservative and I'm pro life and like cutting spending and taxes
846,"he has no leadership experience and never in the military, and changed his mind too often before he researches things."
851,his religion is the one point that he doesnt like
864,lack of experience and desire to increase control on private lives
865,DON'T LIKE WHAT HE PRETENDS TO SAY. IT DOESN'T GO WITH THE RESEARCH THAT I HAVE DONE.
871,"HE IS TOO LIBERAL. HE IS PRO-CHOICE, HE'S FOR GOVERNMENT HANDOUTS, HE'S FOR BIG GOVERNMENT, HE WANTS TO RAISE TAXES, TO MUCH FEDERAL CONTROL, AND HE IS NOT AGRESSIVE ENOUGH ON FOREIGN POLICY. I DON'T TRUST HIS EARLIER OR PRESENT ASSOCIATIONS. HIS WIFE HAS A MILITANT RECORD. HE DOES'T DIRECTLY ANSWER QUESTIONS. I'M PUT OFF BY HIS BELIEF THAT HE IS IN TOUCH WITH THE MIDDLE CLASS PEOPLE, WHEN HE IS RICH FROM AN IVY LEAGUE COLLEGE."
936,his wife
937,"not being sworn in on the bible for congress, he is a muslin"
939,his view of the role of government
941,I dont trust him
944,the fact he want salute the pledge and he dont want to be sworn in on the holy bible.
947,his thing in the church and would not put his hand over his heart during the pledce of legend
949,his beliefs
956,"he does not answer questions, avoid answering questions"
958,<DK>
961,"connection with people not sure about,socialism,"
970,he is not pro choice s
973,not qualifieds
984,"I'm not so sure that bigger govt is the best idea, but I think that we need bigger govt...I don't want to see him stick with what the dem's have already done, there are stands he's taken that I disagree with, I can't be any more specific on this"
987,"he seems more like a movie star than someone running for president of united states, early on I felt that he is more of an actor but he is more sincere now"
997,"do not agree with his social policies I dont agree about abortion, I don't agree about gun control,"
1010,that he is african american and I fear for him...I just dn't know if a lot of people in this country are ready for such a historical event...I'd rather see him safe to do his job than what happened to the Kennedy's
1023,and I don't know where he stand on same sex marraiges
1026,he wouldn't stick to his word if he made it anyways
1027,young and in experienced.
1073,His abortion opinion.
1117,"don't agree with his nationalized health care plan; don't agree with some of his foreign policy issues, including relations with Iran and North Korea; I'm uncomfortable with some of his past associations which might reflect poorly on his judgment"
