caseID,verbatim
1647,"secure borders, right to life, pro gun rights...election of conservative judges, they believe in the free market,"
1650,HARD TO SAY
1660,conservative
1662,economic policies-I like the lower taxes- more individuals dealing with what they need and not as much government intervention
1663,people have to more responsible for themselves
1671,"the idea that you can't support everybody, that some people need to support themselves"
1678,Pro life.
1685,The way they are handling health insurance for people.
1700,They try to control the government spending more than the democrats.
1713,they are starting to be fair minded - they are sliding away from Bush
1720,trying to make a better country. no
1728,ideas are better..  handling things better
1753,// states rights and not socialist
1764,aftican american
1815,they believe in less government
1837,conservative values
1840,they want lower taxes
1845,no
1846,i feel like geroge bush has christian values and republican party has christian values
1867,more conservative
1872,"their backing of free enterprize,"
1877,they have a reasonably command of business aspect of our country
1884,he doessnt like it because they get into things that they are not supposed to like hugo chavez he should worry about the U.S. instead and not a lot of jobs and we cant keep up the gasoline prices
1911,and they are also more conservative and i beleive that a child has a right to live and marriage between a man and woman rigt to own religion
